,m_reaction,m_gene,m_subsystem,m_metabolites,u_pdb,i_entry_name,ssb_best_file
591,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1WL0,,
592,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",2AZL,,
593,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1WL2,,
594,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1WL3,,
595,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1V4I,,
596,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1V4H,,
597,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1V4K,,
598,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1V4J,,
599,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1V4E,,1v4e.pdb
600,ORNTA,TM_1785,Proline Biosynthesis,"['glu_L_c', 'glu5sa_c', 'akg_c', 'orn_c']",2E54,,
601,ORNTA,TM_1785,Proline Biosynthesis,"['glu_L_c', 'glu5sa_c', 'akg_c', 'orn_c']",2ORD,,2ord.pdb
602,PGL,TM_1154,Pentose Phosphate Pathway,"['h_c', '6pgl_c', 'h2o_c', '6pgc_c']",1PBT,,
603,PGL,TM_1154,Pentose Phosphate Pathway,"['h_c', '6pgl_c', 'h2o_c', '6pgc_c']",1VL1,,1vl1.pdb
604,PNTK,TM_0883,Pantothenate and CoA Metabolism,"['atp_c', 'h_c', '4ppan_c', 'adp_c', 'pnto_R_c']",3BF1,,
605,PNTK,TM_0883,Pantothenate and CoA Metabolism,"['atp_c', 'h_c', '4ppan_c', 'adp_c', 'pnto_R_c']",3BF3,,
606,PNTK,TM_0883,Pantothenate and CoA Metabolism,"['atp_c', 'h_c', '4ppan_c', 'adp_c', 'pnto_R_c']",2GTD,,
607,PNTK,TM_0883,Pantothenate and CoA Metabolism,"['atp_c', 'h_c', '4ppan_c', 'adp_c', 'pnto_R_c']",3BEX,,3bex.pdb
608,PPA_1,TM_0174,Energy Metabolism,"['h_e', 'ppi_c', 'pi_c', 'h2o_c']",4AV6,,
609,PPA_1,TM_0174,Energy Metabolism,"['h_e', 'ppi_c', 'pi_c', 'h2o_c']",4AV3,,4av3_modified_min.pdb
610,PRAI,TM_0139,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pran_c', '2cpr5p_c']",1DL3,,
611,PRAI,TM_0139,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pran_c', '2cpr5p_c']",1LBM,,
612,PRAI,TM_0139,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pran_c', '2cpr5p_c']",1NSJ,,1nsj.pdb
613,PRFGS,TM_1244,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",3D54,,
619,PRFGS,TM_1244,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",1VQ3,,1vq3_modified_min.pdb
625,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",3D54,,
631,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",2HRY,,
637,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",2HRU,,
643,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",2HS4,,
644,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",2HS3,,
645,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",2HS0,,
651,PRFGS,TM_1246,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",1VK3,,1vk3.pdb
652,PRFGS,TM_1245,Purine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'adp_c', 'fgam_c', 'h2o_c', 'fpram_c', 'h_c', 'pi_c']",3D54,,Q9WXX9.pdb
658,PRMICIi,TM_1037,Histidine Biosynthesis,"['prlp_c', 'prfp_c']",2CFF,,
659,PRMICIi,TM_1037,Histidine Biosynthesis,"['prlp_c', 'prfp_c']",2W79,,
660,PRMICIi,TM_1037,Histidine Biosynthesis,"['prlp_c', 'prfp_c']",1QO2,,1qo2.pdb
661,RAFFabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'raffin_c', 'raffin_e', 'adp_c']",2GHB,,
663,RAFFabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'raffin_c', 'raffin_e', 'adp_c']",2GHA,,2gha_modified_min.pdb
665,RAFFabc,TM_1202,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'raffin_c', 'raffin_e', 'adp_c']",,Q9X0S9.pdb,Q9X0S9.pdb
666,RAFFabc,TM_1203,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'raffin_c', 'raffin_e', 'adp_c']",,Q9X0T0.pdb,Q9X0T0.pdb
667,RAFH,TM_1414,Raffinose Metabolism,"['melib_c', 'fru_c', 'raffin_c', 'h2o_c']",1UYP,,
668,RAFH,TM_1414,Raffinose Metabolism,"['melib_c', 'fru_c', 'raffin_c', 'h2o_c']",1W2T,,1w2t_modified_min.pdb
670,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",2I1L,,
671,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",1T6Y,,
673,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",1S4M,,
674,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",1T6Z,,
676,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",1T6X,,
678,RBFK,TM_0857,Riboflavin Metabolism,"['atp_c', 'h_c', 'ribflv_c', 'adp_c', 'fmn_c']",1MRZ,,1mrz.pdb
680,RIBabc,TM_0958,Transport,"['atp_c', 'pi_c', 'rib_D_c', 'h_c', 'h2o_c', 'adp_c', 'rib_D_e']",2FN8,,
681,RIBabc,TM_0958,Transport,"['atp_c', 'pi_c', 'rib_D_c', 'h_c', 'h2o_c', 'adp_c', 'rib_D_e']",2FN9,,2fn9_modified_min.pdb
684,RIBabc,TM_0955,Transport,"['atp_c', 'pi_c', 'rib_D_c', 'h_c', 'h2o_c', 'adp_c', 'rib_D_e']",,Q9X050.pdb,Q9X050.pdb
685,RIBabc,TM_0956,Transport,"['atp_c', 'pi_c', 'rib_D_c', 'h_c', 'h2o_c', 'adp_c', 'rib_D_e']",,Q9X051.pdb,Q9X051.pdb
686,RIBabc,TM_0959,Transport,"['atp_c', 'pi_c', 'rib_D_c', 'h_c', 'h2o_c', 'adp_c', 'rib_D_e']",,Q9X054.pdb,Q9X054.pdb
687,RNTR1,TM_0385,Purine Metabolism,"['trdrd_c', 'atp_c', 'h2o_c', 'datp_c', 'trdox_c']",4COI,Q9WYL6.pdb,
688,RNTR1,TM_0385,Purine Metabolism,"['trdrd_c', 'atp_c', 'h2o_c', 'datp_c', 'trdox_c']",4CON,Q9WYL6.pdb,
689,RNTR1,TM_0385,Purine Metabolism,"['trdrd_c', 'atp_c', 'h2o_c', 'datp_c', 'trdox_c']",4COM,Q9WYL6.pdb,
690,RNTR1,TM_0385,Purine Metabolism,"['trdrd_c', 'atp_c', 'h2o_c', 'datp_c', 'trdox_c']",4U3E,Q9WYL6.pdb,4u3e.pdb
691,RNTR2,TM_0385,Purine Metabolism,"['trdrd_c', 'dgtp_c', 'gtp_c', 'h2o_c', 'trdox_c']",4COI,Q9WYL6.pdb,
692,RNTR2,TM_0385,Purine Metabolism,"['trdrd_c', 'dgtp_c', 'gtp_c', 'h2o_c', 'trdox_c']",4CON,Q9WYL6.pdb,
693,RNTR2,TM_0385,Purine Metabolism,"['trdrd_c', 'dgtp_c', 'gtp_c', 'h2o_c', 'trdox_c']",4COM,Q9WYL6.pdb,
694,RNTR2,TM_0385,Purine Metabolism,"['trdrd_c', 'dgtp_c', 'gtp_c', 'h2o_c', 'trdox_c']",4U3E,Q9WYL6.pdb,4u3e.pdb
695,RNTR3,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'ctp_c', 'dctp_c', 'trdrd_c']",4COI,Q9WYL6.pdb,
696,RNTR3,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'ctp_c', 'dctp_c', 'trdrd_c']",4CON,Q9WYL6.pdb,
697,RNTR3,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'ctp_c', 'dctp_c', 'trdrd_c']",4COM,Q9WYL6.pdb,
698,RNTR3,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'ctp_c', 'dctp_c', 'trdrd_c']",4U3E,Q9WYL6.pdb,4u3e.pdb
699,RNTR4,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'utp_c', 'dutp_c', 'trdrd_c']",4COI,Q9WYL6.pdb,
700,RNTR4,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'utp_c', 'dutp_c', 'trdrd_c']",4CON,Q9WYL6.pdb,
701,RNTR4,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'utp_c', 'dutp_c', 'trdrd_c']",4COM,Q9WYL6.pdb,
702,RNTR4,TM_0385,Pyrimidine Metabolism,"['trdox_c', 'h2o_c', 'utp_c', 'dutp_c', 'trdrd_c']",4U3E,Q9WYL6.pdb,4u3e.pdb
703,SPMS,TM_0654,Spermidine Biosynthesis,"['5mta_c', 'h_c', 'ptrc_c', 'ametam_c', 'spmd_c']",1JQ3,,
704,SPMS,TM_0654,Spermidine Biosynthesis,"['5mta_c', 'h_c', 'ptrc_c', 'ametam_c', 'spmd_c']",1INL,,1inl.pdb
706,SUCR,TM_1414,Sucrose Metabolism,"['h2o_c', 'sucr_c', 'glc_D_c', 'fru_c']",1UYP,,
707,SUCR,TM_1414,Sucrose Metabolism,"['h2o_c', 'sucr_c', 'glc_D_c', 'fru_c']",1W2T,,1w2t_modified_min.pdb
709,SUCR,TM_0752,Sucrose Metabolism,"['h2o_c', 'sucr_c', 'glc_D_c', 'fru_c']",1VJT,,1vjt.pdb
711,SUCR,TM_1068,Sucrose Metabolism,"['h2o_c', 'sucr_c', 'glc_D_c', 'fru_c']",,Q9S5X4.pdb,Q9S5X4.pdb
712,THRA2r,TM_1744,Threonine Metabolism,"['acald_c', 'gly_c', 'athr_L_c']",2FM1,,
717,THRA2r,TM_1744,Threonine Metabolism,"['acald_c', 'gly_c', 'athr_L_c']",1M6S,,
722,THRA2r,TM_1744,Threonine Metabolism,"['acald_c', 'gly_c', 'athr_L_c']",1LW4,,
727,THRA2r,TM_1744,Threonine Metabolism,"['acald_c', 'gly_c', 'athr_L_c']",1LW5,,
732,THRA2r,TM_1744,Threonine Metabolism,"['acald_c', 'gly_c', 'athr_L_c']",1JG8,,1jg8.pdb
737,THRAr,TM_1744,Glycine and Serine Metabolism,"['thr_L_c', 'acald_c', 'gly_c']",2FM1,,
742,THRAr,TM_1744,Glycine and Serine Metabolism,"['thr_L_c', 'acald_c', 'gly_c']",1M6S,,
747,THRAr,TM_1744,Glycine and Serine Metabolism,"['thr_L_c', 'acald_c', 'gly_c']",1LW4,,
752,THRAr,TM_1744,Glycine and Serine Metabolism,"['thr_L_c', 'acald_c', 'gly_c']",1LW5,,
757,THRAr,TM_1744,Glycine and Serine Metabolism,"['thr_L_c', 'acald_c', 'gly_c']",1JG8,,1jg8.pdb
762,TMDK1,TM_0401,Pyrimidine Metabolism,"['atp_c', 'thymd_c', 'dtmp_c', 'adp_c', 'h_c']",2QQ0,,
763,TMDK1,TM_0401,Pyrimidine Metabolism,"['atp_c', 'thymd_c', 'dtmp_c', 'adp_c', 'h_c']",2QPO,,
764,TMDK1,TM_0401,Pyrimidine Metabolism,"['atp_c', 'thymd_c', 'dtmp_c', 'adp_c', 'h_c']",2QQE,,
765,TMDK1,TM_0401,Pyrimidine Metabolism,"['atp_c', 'thymd_c', 'dtmp_c', 'adp_c', 'h_c']",2ORW,,2orw.pdb
766,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O26,,
767,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O27,,
768,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O24,,
769,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O25,,
770,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTL,,
771,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTC,,
772,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTB,,
773,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTA,,
774,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTF,,
775,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O28,,
776,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",3G4A,,
777,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",3N0C,,
778,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",3N0B,,
779,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4KAS,,
780,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1KQ4,,
781,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTD,,
782,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",3G4C,,
783,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GTE,,
784,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4KAR,,
785,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O29,,
786,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4KAT,,
787,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O2B,,
788,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",1O2A,,
789,TMDS3,TM_0449,Pyrimidine Metabolism,"['mlthf_c', 'thf_c', 'h_c', 'nadph_c', 'dump_c', 'nadp_c', 'dtmp_c']",4GT9,,4gt9.pdb
790,XYL2e,TM_0070,Xylan Metabolism,"['h2o_e', 'xylan12_e', 'xylan4_e', 'xylan8_e']",1VBU,,
791,XYL2e,TM_0070,Xylan Metabolism,"['h2o_e', 'xylan12_e', 'xylan4_e', 'xylan8_e']",1VBR,,1vbr.pdb
792,XYL2e,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan12_e', 'xylan4_e', 'xylan8_e']",1I8U,,Q9WXX9.pdb
793,XYL2e,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan12_e', 'xylan4_e', 'xylan8_e']",1I82,,Q9WXX9.pdb
794,XYL2e,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan12_e', 'xylan4_e', 'xylan8_e']",1I8A,,Q9WXX9.pdb
795,XYLabc,TM_0114,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",3C6Q,,
796,XYLabc,TM_0114,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",2QVC,,
798,XYLabc,TM_0114,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",2H3H,,2h3h_modified_min.pdb
799,XYLabc,TM_0071,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXS6.pdb,Q9WXS6.pdb
800,XYLabc,TM_0072,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXS7.pdb,Q9WXS7.pdb
801,XYLabc,TM_0073,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXS8.pdb,Q9WXS8.pdb
802,XYLabc,TM_0074,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXS9.pdb,Q9WXS9.pdb
803,XYLabc,TM_0075,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXT0.pdb,Q9WXT0.pdb
804,XYLabc,TM_0056,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXR2.pdb,Q9WXR2.pdb
805,XYLabc,TM_0057,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXR3.pdb,Q9WXR3.pdb
806,XYLabc,TM_0058,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXR4.pdb,Q9WXR4.pdb
807,XYLabc,TM_0059,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXR5.pdb,Q9WXR5.pdb
808,XYLabc,TM_0060,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXR6.pdb,Q9WXR6.pdb
809,XYLabc,TM_0112,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXW7.pdb,Q9WXW7.pdb
810,XYLabc,TM_0115,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'xyl_D_e', 'adp_c', 'xyl_D_c']",,Q9WXX0.pdb,Q9WXX0.pdb
811,XYLe,TM_0070,Xylan Metabolism,"['h2o_e', 'xylan8_e', 'xylan4_e']",1VBU,,
812,XYLe,TM_0070,Xylan Metabolism,"['h2o_e', 'xylan8_e', 'xylan4_e']",1VBR,,1vbr.pdb
813,XYLe,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan8_e', 'xylan4_e']",1I8U,,Q9WXX9.pdb
814,XYLe,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan8_e', 'xylan4_e']",1I82,,Q9WXX9.pdb
815,XYLe,TM_0061,Xylan Metabolism,"['h2o_e', 'xylan8_e', 'xylan4_e']",1I8A,,Q9WXX9.pdb
816,ACCOAC,TM_0716,Fatty Acid Synthesis,"['atp_c', 'adp_c', 'accoa_c', 'pi_c', 'h_c', 'malcoa_c', 'hco3_c']",1VRG,,1vrg.pdb
817,ACCOAC,TM_0717,Fatty Acid Synthesis,"['atp_c', 'adp_c', 'accoa_c', 'pi_c', 'h_c', 'malcoa_c', 'hco3_c']",,Q9WZH6.pdb,Q9WZH6.pdb
818,PPCOAC,TM_0716,"Valine, Leucine, and Isoleucine Metabolism","['atp_c', 'pi_c', 'ppcoa_c', 'mmcoa_S_c', 'h_c', 'adp_c', 'hco3_c']",1VRG,,1vrg.pdb
819,PPCOAC,TM_0717,"Valine, Leucine, and Isoleucine Metabolism","['atp_c', 'pi_c', 'ppcoa_c', 'mmcoa_S_c', 'h_c', 'adp_c', 'hco3_c']",,Q9WZH6.pdb,Q9WZH6.pdb
820,ACGK,TM_1784,Arginine Biosynthesis,"['acglu_c', 'adp_c', 'acg5p_c', 'atp_c']",2BTY,,2bty.pdb
821,ACGS,TM_1783,Arginine Biosynthesis,"['acglu_c', 'h_c', 'glu_L_c', 'accoa_c', 'coa_c']",,Q9X2A3.pdb,Q9X2A3.pdb
822,ORNTAC,TM_1783,Arginine Biosynthesis,"['acglu_c', 'glu_L_c', 'orn_c', 'acorn_c']",,Q9X2A3.pdb,Q9X2A3.pdb
823,ACHBS,TM_0548,"Valine, Leucine, and Isoleucine Metabolism","['h_c', 'pyr_c', 'co2_c', '2ahbut_c', '2obut_c']",,Q9WZ18.pdb,Q9WZ18.pdb
824,ACHBS,TM_0549,"Valine, Leucine, and Isoleucine Metabolism","['h_c', 'pyr_c', 'co2_c', '2ahbut_c', '2obut_c']",2FGC,,2fgc.pdb
825,ACLS,TM_0548,"Valine, Leucine, and Isoleucine Metabolism","['pyr_c', 'h_c', 'co2_c', 'alac_S_c']",,Q9WZ18.pdb,Q9WZ18.pdb
826,ACLS,TM_0549,"Valine, Leucine, and Isoleucine Metabolism","['pyr_c', 'h_c', 'co2_c', 'alac_S_c']",2FGC,,2fgc.pdb
827,ACKr,TM_0274,Pyruvate Met,"['atp_c', 'ac_c', 'actp_c', 'adp_c']",2IIR,,Q9WXX9.pdb
828,AMYe,TM_1845,Starch Metabolism,"['h2o_e', 'malttr_e', 'glc_D_e', 'starch1200_e', 'malt_e']",2J71,,Q9WXX9.pdb
829,AMYe,TM_1845,Starch Metabolism,"['h2o_e', 'malttr_e', 'glc_D_e', 'starch1200_e', 'malt_e']",2J73,,Q9WXX9.pdb
830,AMYe,TM_1845,Starch Metabolism,"['h2o_e', 'malttr_e', 'glc_D_e', 'starch1200_e', 'malt_e']",2J72,,Q9WXX9.pdb
831,AMYe,TM_1840,Starch Metabolism,"['h2o_e', 'malttr_e', 'glc_D_e', 'starch1200_e', 'malt_e']",,Q9S5Y2.pdb,Q9S5Y2.pdb
832,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3B01,,Q9WXX9.pdb
833,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3AZZ,,Q9WXX9.pdb
836,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3AZX,,Q9WXX9.pdb
839,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3AZY,,Q9WXX9.pdb
842,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",1GUI,,Q9WXX9.pdb
845,GLS,TM_0024,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3B00,,Q9WXX9.pdb
848,GLS,TM_0025,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",,Q9WXN2.pdb,Q9WXN2.pdb
849,GLS,TM_0076,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",,Q9WXT1.pdb,Q9WXT1.pdb
850,GLS,TM_1524,Glucan Metabolism,"['glucan4_c', 'glc_D_c', 'h2o_c']",3O7O,,3o7o_modified_min.pdb
851,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3B01,,Q9WXX9.pdb
852,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3AZZ,,Q9WXX9.pdb
855,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3AZX,,Q9WXX9.pdb
858,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3AZY,,Q9WXX9.pdb
861,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",1GUI,,Q9WXX9.pdb
864,GLS2,TM_0024,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3B00,,Q9WXX9.pdb
867,GLS2,TM_0025,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",,Q9WXN2.pdb,Q9WXN2.pdb
868,GLS2,TM_0076,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",,Q9WXT1.pdb,Q9WXT1.pdb
869,GLS2,TM_1524,Glucan Metabolism,"['h2o_c', 'glc_D_c', 'glucan6_c']",3O7O,,3o7o_modified_min.pdb
870,IMPD,TM_1347,Purine Metabolism,"['h2o_c', 'xmp_c', 'nadh_c', 'imp_c', 'h_c', 'nad_c']",1VRD,,Q9WXX9.pdb
876,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",3B01,,Q9WXX9.pdb
